disorder_group,ICD10_Code,description,flag
Suicide or Self-Injury,T60.0X2A,"Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T60.0X2S,"Toxic effect of organophosphate and carbamate insecticides, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T60.1X2A,"Toxic effect of halogenated insecticides, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T60.1X2S,"Toxic effect of halogenated insecticides, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T60.2X2A,"Toxic effect of other insecticides, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T60.2X2S,"Toxic effect of other insecticides, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T60.3X2A,"Toxic effect of herbicides and fungicides, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T60.3X2S,"Toxic effect of herbicides and fungicides, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T60.4X2A,"Toxic effect of rodenticides, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T60.4X2S,"Toxic effect of rodenticides, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T60.8X2A,"Toxic effect of other pesticides, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T60.8X2S,"Toxic effect of other pesticides, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T60.92XA,"Toxic effect of unspecified pesticide, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T60.92XS,"Toxic effect of unspecified pesticide, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T61.02XA,"Ciguatera fish poisoning, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T61.02XS,"Ciguatera fish poisoning, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T61.12XA,"Scombroid fish poisoning, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T61.12XS,"Scombroid fish poisoning, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T61.772A,"Other fish poisoning, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T61.772S,"Other fish poisoning, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T61.782A,"Other shellfish poisoning, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T61.782S,"Other shellfish poisoning, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T61.8X2A,"Toxic effect of other seafood, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T61.8X2S,"Toxic effect of other seafood, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T61.92XA,"Toxic effect of unspecified seafood, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T61.92XS,"Toxic effect of unspecified seafood, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T62.0X2A,"Toxic effect of ingested mushrooms, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T62.0X2S,"Toxic effect of ingested mushrooms, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T62.1X2A,"Toxic effect of ingested berries, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T62.1X2S,"Toxic effect of ingested berries, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T62.2X2A,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T62.2X2S,"Toxic effect of other ingested (parts of) plant(s), intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T62.8X2A,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T62.8X2S,"Toxic effect of other specified noxious substances eaten as food, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T62.92XA,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T62.92XS,"Toxic effect of unspecified noxious substance eaten as food, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.002A,"Toxic effect of unspecified snake venom, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.002S,"Toxic effect of unspecified snake venom, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.012A,"Toxic effect of rattlesnake venom, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.012S,"Toxic effect of rattlesnake venom, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.022A,"Toxic effect of coral snake venom, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.022S,"Toxic effect of coral snake venom, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.032A,"Toxic effect of taipan venom, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.032S,"Toxic effect of taipan venom, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.042A,"Toxic effect of cobra venom, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.042S,"Toxic effect of cobra venom, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.062A,"Toxic effect of venom of other North and South American snake, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.062S,"Toxic effect of venom of other North and South American snake, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.072A,"Toxic effect of venom of other Australian snake, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.072S,"Toxic effect of venom of other Australian snake, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.082A,"Toxic effect of venom of other African and Asian snake, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.082S,"Toxic effect of venom of other African and Asian snake, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.092A,"Toxic effect of venom of other snake, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.092S,"Toxic effect of venom of other snake, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.112A,"Toxic effect of venom of gila monster, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.112S,"Toxic effect of venom of gila monster, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.122A,"Toxic effect of venom of other venomous lizard, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.122S,"Toxic effect of venom of other venomous lizard, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.192A,"Toxic effect of venom of other reptiles, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.192S,"Toxic effect of venom of other reptiles, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.2X2A,"Toxic effect of venom of scorpion, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.2X2S,"Toxic effect of venom of scorpion, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.302A,"Toxic effect of unspecified spider venom, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.302S,"Toxic effect of unspecified spider venom, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.312A,"Toxic effect of venom of black widow spider, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.312S,"Toxic effect of venom of black widow spider, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.322A,"Toxic effect of venom of tarantula, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.322S,"Toxic effect of venom of tarantula, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.332A,"Toxic effect of venom of brown recluse spider, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.332S,"Toxic effect of venom of brown recluse spider, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.392A,"Toxic effect of venom of other spider, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.392S,"Toxic effect of venom of other spider, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.412A,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.412S,"Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.422A,"Toxic effect of venom of ants, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.422S,"Toxic effect of venom of ants, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.432A,"Toxic effect of venom of caterpillars, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.432S,"Toxic effect of venom of caterpillars, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.442A,"Toxic effect of venom of bees, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.442S,"Toxic effect of venom of bees, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.452A,"Toxic effect of venom of hornets, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.452S,"Toxic effect of venom of hornets, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.462A,"Toxic effect of venom of wasps, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.462S,"Toxic effect of venom of wasps, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.482A,"Toxic effect of venom of other arthropod, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.482S,"Toxic effect of venom of other arthropod, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.512A,"Toxic effect of contact with stingray, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.512S,"Toxic effect of contact with stingray, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.592A,"Toxic effect of contact with other venomous fish, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.592S,"Toxic effect of contact with other venomous fish, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.612A,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.612S,"Toxic effect of contact with Portugese Man-o-war, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.622A,"Toxic effect of contact with other jellyfish, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.622S,"Toxic effect of contact with other jellyfish, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.632A,"Toxic effect of contact with sea anemone, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.632S,"Toxic effect of contact with sea anemone, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.692A,"Toxic effect of contact with other venomous marine animals, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.692S,"Toxic effect of contact with other venomous marine animals, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.712A,"Toxic effect of contact with venomous marine plant, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.712S,"Toxic effect of contact with venomous marine plant, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.792A,"Toxic effect of contact with other venomous plant, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.792S,"Toxic effect of contact with other venomous plant, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.812A,"Toxic effect of contact with venomous frog, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.812S,"Toxic effect of contact with venomous frog, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.822A,"Toxic effect of contact with venomous toad, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.822S,"Toxic effect of contact with venomous toad, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.832A,"Toxic effect of contact with other venomous amphibian, intentional self-harm, initial encounter",originalCodes
Suicide or Self-Injury,T63.832S,"Toxic effect of contact with other venomous amphibian, intentional self-harm, sequela",originalCodes
Suicide or Self-Injury,T63.892A,"Toxic effect of contact with other venomous animals, intentional self-harm, initial encounter",originalCodes
